"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","HUN","Hungary","2006","2006",1.02563,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","HUN","Hungary","2007","2007",1.02398,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","HUN","Hungary","2008","2008",1.00521,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","HUN","Hungary","2009","2009",1.10546,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","HUN","Hungary","2010","2010",0.969,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","HUN","Hungary","2011","2011",1.0866,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","HUN","Hungary","2012","2012",0.80313,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NAM","Namibia","2003","2003",0.03,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NAM","Namibia","2005","2005",0.03171,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NAM","Namibia","2006","2006",0.03238,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","NAM","Namibia","2008","2008",0.0259,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MEX","Mexico","2003","2003",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MEX","Mexico","2004","2004",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MEX","Mexico","2005","2005",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MEX","Mexico","2006","2006",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MEX","Mexico","2007","2007",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MEX","Mexico","2008","2008",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MEX","Mexico","2009","2009",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MEX","Mexico","2010","2010",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","MEX","Mexico","2011","2011",,"a","Category not applicable"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LTU","Lithuania","2004","2004",2.28182,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LTU","Lithuania","2005","2005",2.03864,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LTU","Lithuania","2006","2006",2.03601,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LTU","Lithuania","2007","2007",1.91365,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LTU","Lithuania","2008","2008",1.79051,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LTU","Lithuania","2009","2009",2.51593,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LTU","Lithuania","2010","2010",2.3683,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","LTU","Lithuania","2011","2011",2.41253,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","SGP","Singapore","2008","2008",0.62452,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","SGP","Singapore","2009","2009",0.65556,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","SGP","Singapore","2010","2010",0.64747,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","SGP","Singapore","2011","2011",0.62228,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","SGP","Singapore","2012","2012",0.64067,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","SGP","Singapore","2013","2013",0.63864,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","LIE","Liechtenstein","2003","2003",0.31659,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","LIE","Liechtenstein","2004","2004",0.33791,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","LIE","Liechtenstein","2006","2006",0.18628,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","LIE","Liechtenstein","2007","2007",0.17467,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BLR","Belarus","2004","2004",0.47152,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BLR","Belarus","2005","2005",0.46922,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BLR","Belarus","2006","2006",0.46821,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BLR","Belarus","2007","2007",0.38112,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BLR","Belarus","2009","2009",0.33864,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BLR","Belarus","2010","2010",0.34706,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BLR","Belarus","2011","2011",0.29644,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BLR","Belarus","2012","2012",0.30134,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","BLR","Belarus","2013","2013",0.27878,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SVK","Slovakia","2003","2003",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SVK","Slovakia","2004","2004",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SVK","Slovakia","2005","2005",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SVK","Slovakia","2006","2006",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SVK","Slovakia","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SVK","Slovakia","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SVK","Slovakia","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SVK","Slovakia","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","SVK","Slovakia","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","OMN","Oman","2004","2004",1.93268,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","OMN","Oman","2005","2005",1.77745,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","OMN","Oman","2009","2009",1.38002,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","OMN","Oman","2010","2010",1.14653,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","OMN","Oman","2011","2011",1.42045,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2003","2003",3.28615,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2004","2004",3.44766,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2005","2005",2.97462,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2006","2006",2.55551,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2007","2007",2.54928,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2008","2008",2.44093,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2009","2009",3.22431,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2010","2010",2.78062,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2011","2011",2.43564,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2012","2012",2.0963,,
"XGDP_FSGOV","Government expenditure on education as % of GDP (%)","AZE","Azerbaijan","2013","2013",2.46218,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CZE","Czech Republic","2003","2003",0.86132,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CZE","Czech Republic","2004","2004",0.86468,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CZE","Czech Republic","2005","2005",0.81926,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CZE","Czech Republic","2006","2006",1.12768,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CZE","Czech Republic","2007","2007",0.98852,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CZE","Czech Republic","2008","2008",0.88973,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CZE","Czech Republic","2009","2009",0.97081,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CZE","Czech Republic","2010","2010",0.91794,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CZE","Czech Republic","2011","2011",1.105,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","CZE","Czech Republic","2012","2012",0.99862,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","TZA","United Republic of Tanzania","2004","2004",0.29617,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","TZA","United Republic of Tanzania","2005","2005",0.26662,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","TZA","United Republic of Tanzania","2006","2006",0.17832,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","TZA","United Republic of Tanzania","2007","2007",0.20596,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","TZA","United Republic of Tanzania","2008","2008",0.20041,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","TZA","United Republic of Tanzania","2009","2009",0.17597,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BFA","Burkina Faso","2005","2005",0.00887,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BFA","Burkina Faso","2006","2006",0.00836,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BFA","Burkina Faso","2007","2007",0.02857,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BFA","Burkina Faso","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BFA","Burkina Faso","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BFA","Burkina Faso","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BFA","Burkina Faso","2013","2013",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","COM","Comoros","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","COM","Comoros","2011","2011",0.35987,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","COM","Comoros","2012","2012",0.35975,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","LKA","Sri Lanka","2009","2009",0.10925,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","LKA","Sri Lanka","2010","2010",0.10421,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","LKA","Sri Lanka","2011","2011",0.1312,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","LKA","Sri Lanka","2012","2012",0.1137,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IRL","Ireland","2003","2003",1.4445,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IRL","Ireland","2004","2004",1.51005,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IRL","Ireland","2005","2005",1.53083,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IRL","Ireland","2006","2006",1.54996,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IRL","Ireland","2007","2007",1.65607,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IRL","Ireland","2008","2008",1.96701,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IRL","Ireland","2009","2009",2.2195,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IRL","Ireland","2010","2010",2.17044,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IRL","Ireland","2011","2011",2.08984,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IRL","Ireland","2012","2012",2.15647,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","PRT","Portugal","2003","2003",2.1626,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","PRT","Portugal","2004","2004",2.07548,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","PRT","Portugal","2005","2005",2.06652,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","PRT","Portugal","2006","2006",1.98355,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","PRT","Portugal","2007","2007",1.94552,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","PRT","Portugal","2008","2008",1.97926,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","PRT","Portugal","2009","2009",2.49611,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","PRT","Portugal","2010","2010",2.378,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","PRT","Portugal","2011","2011",2.23856,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CPV","Cape Verde","2005","2005",0.08417,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CPV","Cape Verde","2006","2006",0.08508,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CPV","Cape Verde","2007","2007",0.05762,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CPV","Cape Verde","2008","2008",0.068,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CPV","Cape Verde","2009","2009",0.06471,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CPV","Cape Verde","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","CPV","Cape Verde","2013","2013",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","NER","Niger","2006","2006",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","NER","Niger","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","NER","Niger","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","NER","Niger","2012","2012",0.00582,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","NER","Niger","2013","2013",0.01078,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","COK","Cook Islands","2011","2011",,"a","Category not applicable"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as % of GDP (%)","VUT","Vanuatu","2008","2008",0.33869,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","GUY","Guyana","2004","2004",0.0918,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","GUY","Guyana","2006","2006",0.09172,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","GUY","Guyana","2007","2007",0.16988,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","GUY","Guyana","2009","2009",0.06996,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","GUY","Guyana","2010","2010",0.07597,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","GUY","Guyana","2011","2011",0.07214,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as % of GDP (%)","GUY","Guyana","2012","2012",0.07694,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","FIN","Finland","2003","2003",1.33384,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","FIN","Finland","2004","2004",1.31936,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","FIN","Finland","2005","2005",1.25308,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","FIN","Finland","2006","2006",1.22445,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","FIN","Finland","2007","2007",1.15855,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","FIN","Finland","2008","2008",1.19082,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","FIN","Finland","2009","2009",1.28359,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","FIN","Finland","2010","2010",1.30205,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","FIN","Finland","2011","2011",1.29712,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","FIN","Finland","2012","2012",1.32327,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","SEN","Senegal","2005","2005",0.04435,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","SEN","Senegal","2006","2006",0.03341,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","SEN","Senegal","2009","2009",0.01649,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","SEN","Senegal","2010","2010",0.02543,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","TTO","Trinidad and Tobago","2003","2003",0.02039,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","TTO","Trinidad and Tobago","2007","2007",0.34848,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","TTO","Trinidad and Tobago","2008","2008",0.09181,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","TTO","Trinidad and Tobago","2009","2009",0.23687,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IDN","Indonesia","2007","2007",1.47288,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IDN","Indonesia","2008","2008",1.42318,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IDN","Indonesia","2009","2009",1.69015,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IDN","Indonesia","2010","2010",1.24994,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IDN","Indonesia","2011","2011",1.36356,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IDN","Indonesia","2012","2012",1.423,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","IDN","Indonesia","2013","2013",1.42945,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","2006","2006",0.64662,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","2007","2007",0.63534,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","2009","2009",1.30861,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BTN","Bhutan","2004","2004",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BTN","Bhutan","2005","2005",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BTN","Bhutan","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BTN","Bhutan","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BTN","Bhutan","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","BTN","Bhutan","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","MUS","Mauritius","2003","2003",0.06714,"‡","UIS Estimation"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","MUS","Mauritius","2004","2004",0.06389,"‡","UIS Estimation"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","MUS","Mauritius","2005","2005",0.06264,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","MUS","Mauritius","2006","2006",0.04802,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","MUS","Mauritius","2008","2008",0.04348,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","MUS","Mauritius","2009","2009",0.04721,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","MUS","Mauritius","2010","2010",0.05051,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","MUS","Mauritius","2011","2011",0.0487,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","MUS","Mauritius","2012","2012",0.05511,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as % of GDP (%)","MUS","Mauritius","2013","2013",0.06201,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","MYS","Malaysia","2003","2003",2.1966,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","MYS","Malaysia","2004","2004",1.7518,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","MYS","Malaysia","2006","2006",1.24288,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","MYS","Malaysia","2007","2007",1.30411,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","MYS","Malaysia","2008","2008",1.54638,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","MYS","Malaysia","2009","2009",1.65343,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","MYS","Malaysia","2010","2010",1.46246,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","MYS","Malaysia","2011","2011",1.73718,,
"XGDP_1_FSGOV","Government expenditure on primary education as % of GDP (%)","MYS","Malaysia","2013","2013",1.90641,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","ZAF","South Africa","2003","2003",1.71626,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","ZAF","South Africa","2004","2004",1.80607,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","ZAF","South Africa","2005","2005",1.64942,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","ZAF","South Africa","2006","2006",1.5773,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","ZAF","South Africa","2007","2007",1.67549,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","ZAF","South Africa","2008","2008",1.5141,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","ZAF","South Africa","2009","2009",1.62073,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","ZAF","South Africa","2010","2010",1.79945,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","ZAF","South Africa","2011","2011",1.96274,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as % of GDP (%)","ZAF","South Africa","2012","2012",1.92698,,
